test_id,model,persona_level,persona_id,run_number,ab_order,Option_1_is,option_selected_by_llm,true_variant_chosen,chose_option_1
REC-11,llama-3.3-70b,B5,I-17,3,original,Variant_A,Option_2,B,0
REC-01,gpt-4o,B5,I-04,3,original,Variant_A,Option_2,B,0
REC-01,gpt-4o,B5,I-05,1,original,Variant_A,Option_2,B,0
REC-01,gpt-4o,B5,I-05,2,swapped,Variant_B,Option_1,B,1
UI-01,gpt-4o,B5,I-15,3,original,Variant_A,Option_1,A,1
UI-01,gpt-4o,B5,I-16,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-05,3,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-04,1,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-04,2,swapped,Variant_B,Option_1,B,1
UI-01,gpt-4o,B5,I-16,2,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-06,1,original,Variant_A,Option_2,B,0
REC-01,gpt-4o,B5,I-06,2,swapped,Variant_B,Option_1,B,1
UI-01,gpt-4o,B5,I-16,3,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-06,3,swapped,Variant_B,Option_1,B,1
UI-01,gpt-4o,B5,I-17,1,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-04,3,original,Variant_A,Option_2,B,0
REC-01,gpt-4o,B5,I-07,1,original,Variant_A,Option_2,B,0
UI-01,gpt-4o,B5,I-17,2,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-07,2,swapped,Variant_B,Option_1,B,1
REC-11,llama-3.3-70b,B5,I-18,1,original,Variant_A,Option_1,A,1
UI-01,gpt-4o,B5,I-17,3,original,Variant_A,Option_1,A,1
REC-11,llama-3.3-70b,B5,I-18,2,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-07,3,swapped,Variant_B,Option_1,B,1
UI-01,gpt-4o,B5,I-18,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-08,1,original,Variant_A,Option_2,B,0
REC-11,llama-3.3-70b,B5,I-18,3,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-05,1,original,Variant_A,Option_2,B,0
REC-01,gpt-4o,B5,I-08,2,swapped,Variant_B,Option_1,B,1
UI-01,gpt-4o,B5,I-18,2,swapped,Variant_B,Option_2,A,0
UI-01,gpt-4o,B5,I-18,3,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-08,3,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-05,2,swapped,Variant_B,Option_1,B,1
UI-01,gpt-4o,B5,I-19,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-09,1,original,Variant_A,Option_2,B,0
UI-01,gpt-4o,B5,I-19,2,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-09,2,swapped,Variant_B,Option_1,B,1
UI-01,gpt-4o,B5,I-19,3,original,Variant_A,Option_1,A,1
REC-11,llama-3.3-70b,B5,I-19,2,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-09,3,swapped,Variant_B,Option_1,B,1
UI-01,gpt-4o,B5,I-20,1,original,Variant_A,Option_1,A,1
REC-11,llama-3.3-70b,B5,I-19,1,original,Variant_A,Option_1,A,1
UI-01,gpt-4o,B5,I-20,2,swapped,Variant_B,Option_2,A,0
REC-11,llama-3.3-70b,B5,I-19,3,swapped,Variant_B,Option_2,A,0
COPY-10,llama-3.3-70b,B5,I-06,1,original,Variant_A,Option_2,B,0
REC-01,gpt-4o,B5,I-10,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-06,2,swapped,Variant_B,Option_1,B,1
REC-01,gpt-4o,B5,I-10,1,original,Variant_A,Option_2,B,0
UI-01,gpt-4o,B5,I-20,3,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-10,3,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-01,1,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-06,3,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-01,2,swapped,Variant_B,Option_2,A,0
REC-11,llama-3.3-70b,B5,I-20,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-11,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-01,3,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-11,1,original,Variant_A,Option_2,B,0
REC-11,llama-3.3-70b,B5,I-20,2,swapped,Variant_B,Option_2,A,0
REC-11,llama-3.3-70b,B5,I-20,3,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-11,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-02,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-12,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-02,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-07,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-12,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-02,3,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-07,2,swapped,Variant_B,Option_2,A,0
UI-03,gpt-4o,B5,I-03,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-12,3,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-07,3,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-03,2,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-13,1,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-08,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-13,2,swapped,Variant_B,Option_2,A,0
UI-03,gpt-4o,B5,I-03,3,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-13,3,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-09,1,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-04,1,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-08,3,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-14,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-04,2,swapped,Variant_B,Option_1,B,1
REC-01,gpt-4o,B5,I-14,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-04,3,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-09,3,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-14,3,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-09,2,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-15,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-05,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-10,1,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-10,2,swapped,Variant_B,Option_1,B,1
REC-01,gpt-4o,B5,I-15,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-10,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-05,3,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-11,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-15,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-06,1,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-11,2,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-16,1,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-11,3,swapped,Variant_B,Option_2,A,0
UI-03,gpt-4o,B5,I-06,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-12,1,original,Variant_A,Option_2,B,0
REC-01,gpt-4o,B5,I-16,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-06,3,swapped,Variant_B,Option_1,B,1
REC-01,gpt-4o,B5,I-16,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-07,1,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-12,3,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-12,2,swapped,Variant_B,Option_1,B,1
REC-01,gpt-4o,B5,I-17,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-07,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-13,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-17,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-13,3,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-13,2,swapped,Variant_B,Option_2,A,0
UI-03,gpt-4o,B5,I-07,3,swapped,Variant_B,Option_1,B,1
REC-01,gpt-4o,B5,I-17,3,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-14,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-05,1,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-14,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-08,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-18,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-08,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-14,3,swapped,Variant_B,Option_1,B,1
REC-01,gpt-4o,B5,I-18,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-15,1,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-08,3,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-18,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-09,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-19,1,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-15,3,swapped,Variant_B,Option_2,A,0
COPY-10,llama-3.3-70b,B5,I-15,2,swapped,Variant_B,Option_2,A,0
UI-03,gpt-4o,B5,I-09,2,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-19,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-09,3,swapped,Variant_B,Option_2,A,0
REC-01,gpt-4o,B5,I-19,3,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-16,2,swapped,Variant_B,Option_2,A,0
UI-03,gpt-4o,B5,I-10,1,original,Variant_A,Option_2,B,0
REC-01,gpt-4o,B5,I-20,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-10,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-16,1,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-20,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-10,3,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-16,3,original,Variant_A,Option_1,A,1
REC-01,gpt-4o,B5,I-20,3,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-17,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-11,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-01,1,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-11,2,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-01,2,swapped,Variant_B,Option_2,A,0
COPY-10,llama-3.3-70b,B5,I-17,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-11,3,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-17,3,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-01,3,swapped,Variant_B,Option_2,A,0
UI-03,gpt-4o,B5,I-12,1,original,Variant_A,Option_2,B,0
REC-02,gpt-4o,B5,I-02,1,original,Variant_A,Option_2,B,0
REC-02,gpt-4o,B5,I-02,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-12,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-18,1,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-18,2,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-02,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-12,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-13,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-03,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-03,2,swapped,Variant_B,Option_2,A,0
UI-03,gpt-4o,B5,I-13,2,swapped,Variant_B,Option_2,A,0
COPY-10,llama-3.3-70b,B5,I-19,1,original,Variant_A,Option_2,B,0
COPY-10,llama-3.3-70b,B5,I-18,3,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-13,3,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-03,3,swapped,Variant_B,Option_2,A,0
UI-03,gpt-4o,B5,I-14,1,original,Variant_A,Option_2,B,0
REC-02,gpt-4o,B5,I-04,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-14,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-04,2,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-19,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-14,3,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-04,3,swapped,Variant_B,Option_1,B,1
COPY-10,llama-3.3-70b,B5,I-19,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-15,1,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-20,1,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-15,2,swapped,Variant_B,Option_2,A,0
COPY-10,llama-3.3-70b,B5,I-20,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-05,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-05,1,original,Variant_A,Option_1,A,1
COPY-10,llama-3.3-70b,B5,I-20,3,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-15,3,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-05,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-16,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-01,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-06,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-16,2,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-01,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-06,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-06,3,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-01,3,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-17,1,original,Variant_A,Option_2,B,0
COPY-11,llama-3.3-70b,B5,I-02,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-07,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-02,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-16,3,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-17,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-07,2,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-02,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-17,3,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-07,3,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-18,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-08,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-03,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-08,2,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-03,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-18,2,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-08,3,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-18,3,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-03,3,original,Variant_A,Option_2,B,0
REC-02,gpt-4o,B5,I-09,1,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-19,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-04,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-09,2,swapped,Variant_B,Option_2,A,0
UI-03,gpt-4o,B5,I-19,3,original,Variant_A,Option_1,A,1
UI-03,gpt-4o,B5,I-19,2,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-04,3,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-04,2,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-09,3,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-05,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-10,1,original,Variant_A,Option_2,B,0
COPY-11,llama-3.3-70b,B5,I-05,1,original,Variant_A,Option_2,B,0
UI-03,gpt-4o,B5,I-20,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-20,1,original,Variant_A,Option_2,B,0
COPY-11,llama-3.3-70b,B5,I-05,3,original,Variant_A,Option_2,B,0
REC-02,gpt-4o,B5,I-10,2,swapped,Variant_B,Option_1,B,1
UI-03,gpt-4o,B5,I-20,3,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-10,3,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-01,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-06,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-06,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-11,1,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-01,2,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-11,2,swapped,Variant_B,Option_1,B,1
UI-06,gpt-4o,B5,I-01,3,original,Variant_A,Option_2,B,0
REC-02,gpt-4o,B5,I-11,3,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-02,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-06,3,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-07,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-12,1,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-02,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-12,2,swapped,Variant_B,Option_1,B,1
UI-06,gpt-4o,B5,I-02,3,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-12,3,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-07,3,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-07,2,swapped,Variant_B,Option_2,A,0
UI-06,gpt-4o,B5,I-03,1,original,Variant_A,Option_2,B,0
REC-02,gpt-4o,B5,I-13,1,original,Variant_A,Option_1,A,1
UI-06,gpt-4o,B5,I-03,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-13,2,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-08,2,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-08,1,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-03,3,original,Variant_A,Option_2,B,0
REC-02,gpt-4o,B5,I-13,3,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-14,1,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-04,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-09,1,original,Variant_A,Option_2,B,0
COPY-11,llama-3.3-70b,B5,I-08,3,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-14,2,swapped,Variant_B,Option_1,B,1
UI-06,gpt-4o,B5,I-04,2,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-14,3,swapped,Variant_B,Option_1,B,1
UI-06,gpt-4o,B5,I-04,3,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-09,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-15,1,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-05,1,original,Variant_A,Option_2,B,0
COPY-11,llama-3.3-70b,B5,I-09,3,swapped,Variant_B,Option_1,B,1
UI-06,gpt-4o,B5,I-05,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-15,2,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-10,1,original,Variant_A,Option_1,A,1
UI-06,gpt-4o,B5,I-05,3,original,Variant_A,Option_2,B,0
REC-02,gpt-4o,B5,I-15,3,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-06,1,original,Variant_A,Option_2,B,0
COPY-11,llama-3.3-70b,B5,I-10,2,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-10,3,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-16,1,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-06,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-16,2,swapped,Variant_B,Option_1,B,1
UI-06,gpt-4o,B5,I-06,3,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-11,2,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-11,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-16,3,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-07,1,original,Variant_A,Option_1,A,1
UI-06,gpt-4o,B5,I-07,2,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-11,3,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-17,2,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-12,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-17,1,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-07,3,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-12,2,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-17,3,swapped,Variant_B,Option_1,B,1
UI-06,gpt-4o,B5,I-08,1,original,Variant_A,Option_2,B,0
COPY-11,llama-3.3-70b,B5,I-12,3,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-18,1,original,Variant_A,Option_1,A,1
UI-06,gpt-4o,B5,I-08,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-18,2,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-13,1,original,Variant_A,Option_1,A,1
REC-02,gpt-4o,B5,I-18,3,swapped,Variant_B,Option_2,A,0
UI-06,gpt-4o,B5,I-08,3,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-13,2,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-19,1,original,Variant_A,Option_1,A,1
UI-06,gpt-4o,B5,I-09,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-13,3,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-19,2,swapped,Variant_B,Option_2,A,0
UI-06,gpt-4o,B5,I-09,3,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-14,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-14,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-19,3,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-14,3,swapped,Variant_B,Option_1,B,1
UI-06,gpt-4o,B5,I-10,1,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-09,2,swapped,Variant_B,Option_2,A,0
REC-02,gpt-4o,B5,I-20,1,original,Variant_A,Option_2,B,0
COPY-11,llama-3.3-70b,B5,I-15,1,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-10,2,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-15,2,swapped,Variant_B,Option_1,B,1
REC-02,gpt-4o,B5,I-20,2,swapped,Variant_B,Option_1,B,1
UI-06,gpt-4o,B5,I-10,3,original,Variant_A,Option_2,B,0
REC-02,gpt-4o,B5,I-20,3,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-11,1,original,Variant_A,Option_1,A,1
REC-03,gpt-4o,B5,I-01,1,original,Variant_A,Option_1,A,1
UI-06,gpt-4o,B5,I-11,2,swapped,Variant_B,Option_2,A,0
REC-03,gpt-4o,B5,I-01,2,swapped,Variant_B,Option_2,A,0
COPY-11,llama-3.3-70b,B5,I-15,3,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-11,3,swapped,Variant_B,Option_2,A,0
REC-03,gpt-4o,B5,I-01,3,swapped,Variant_B,Option_2,A,0
UI-06,gpt-4o,B5,I-12,1,original,Variant_A,Option_2,B,0
REC-03,gpt-4o,B5,I-02,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-16,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-16,2,swapped,Variant_B,Option_1,B,1
UI-06,gpt-4o,B5,I-12,2,swapped,Variant_B,Option_1,B,1
REC-03,gpt-4o,B5,I-02,2,swapped,Variant_B,Option_2,A,0
UI-06,gpt-4o,B5,I-12,3,swapped,Variant_B,Option_1,B,1
COPY-11,llama-3.3-70b,B5,I-16,3,original,Variant_A,Option_1,A,1
REC-03,gpt-4o,B5,I-02,3,original,Variant_A,Option_1,A,1
UI-06,gpt-4o,B5,I-13,1,original,Variant_A,Option_1,A,1
REC-03,gpt-4o,B5,I-03,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-17,1,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-17,2,swapped,Variant_B,Option_2,A,0
REC-03,gpt-4o,B5,I-03,2,swapped,Variant_B,Option_2,A,0
UI-06,gpt-4o,B5,I-13,2,swapped,Variant_B,Option_2,A,0
REC-03,gpt-4o,B5,I-03,3,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-17,3,original,Variant_A,Option_1,A,1
COPY-11,llama-3.3-70b,B5,I-18,1,original,Variant_A,Option_1,A,1
UI-06,gpt-4o,B5,I-14,1,original,Variant_A,Option_2,B,0
UI-06,gpt-4o,B5,I-13,3,swapped,Variant_B,Option_2,A,0
REC-03,gpt-4o,B5,I-04,1,original,Variant_A,Option_2,B,0
